name,kind,return_type,storage,params,file,line,signature
mmsServer_handleDeleteNamedVariableListRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_named_variable_list_service.c,93,"void mmsServer_handleDeleteNamedVariableListRequest(MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileCloseRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,351,"LIB61850_INTERNAL void mmsServer_handleFileCloseRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileCloseRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_file_service.c,884,"void mmsServer_handleFileCloseRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileDeleteRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,330,"LIB61850_INTERNAL void mmsServer_handleFileDeleteRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileDeleteRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_file_service.c,215,"void mmsServer_handleFileDeleteRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileDirectoryRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,316,"LIB61850_INTERNAL void mmsServer_handleFileDirectoryRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileDirectoryRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_file_service.c,1182,"void mmsServer_handleFileDirectoryRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileOpenRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,323,"LIB61850_INTERNAL void mmsServer_handleFileOpenRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileOpenRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_file_service.c,287,"void mmsServer_handleFileOpenRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileReadRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,344,"LIB61850_INTERNAL void mmsServer_handleFileReadRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileReadRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_file_service.c,858,"void mmsServer_handleFileReadRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileRenameRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,337,"LIB61850_INTERNAL void mmsServer_handleFileRenameRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleFileRenameRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_file_service.c,1092,"void mmsServer_handleFileRenameRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleGetNameListRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,280,"LIB61850_INTERNAL void mmsServer_handleGetNameListRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleGetNameListRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_get_namelist_service.c,488,"void mmsServer_handleGetNameListRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleGetNamedVariableListAttributesRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,233,"LIB61850_INTERNAL void mmsServer_handleGetNamedVariableListAttributesRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleGetNamedVariableListAttributesRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_named_variable_list_service.c,758,"void mmsServer_handleGetNamedVariableListAttributesRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleGetVariableAccessAttributesRequest,declaration,LIB61850_INTERNAL int,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,266,"LIB61850_INTERNAL int mmsServer_handleGetVariableAccessAttributesRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleGetVariableAccessAttributesRequest,definition,int,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_get_var_access_service.c,272,"int mmsServer_handleGetVariableAccessAttributesRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleIdentifyRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,294,"LIB61850_INTERNAL void mmsServer_handleIdentifyRequest( MmsServerConnection connection, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleInitiateRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos, ByteBuffer* response",mms/inc_private/mms_server_internal.h,260,"LIB61850_INTERNAL void mmsServer_handleInitiateRequest ( MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos, ByteBuffer* response)"
mmsServer_handleInitiateRequest,declaration,case 0xa8:,,"self, buffer, bufPos, bufPos + pduLength, response",mms/iso_mms/server/mms_server_connection.c,688,"case 0xa8: mmsServer_handleInitiateRequest(self, buffer, bufPos, bufPos + pduLength, response)"
mmsServer_handleInitiateRequest,definition,void,,"MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos, ByteBuffer* response",mms/iso_mms/server/mms_association_service.c,379,"void mmsServer_handleInitiateRequest ( MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos, ByteBuffer* response)"
mmsServer_handleObtainFileRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,358,"LIB61850_INTERNAL void mmsServer_handleObtainFileRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleReadJournalRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* requestBuffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,308,"LIB61850_INTERNAL void mmsServer_handleReadJournalRequest( MmsServerConnection connection, uint8_t* requestBuffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleReadRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,240,"LIB61850_INTERNAL void mmsServer_handleReadRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleStatusRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* requestBuffer, int bufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,300,"LIB61850_INTERNAL void mmsServer_handleStatusRequest( MmsServerConnection connection, uint8_t* requestBuffer, int bufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleWriteRequest,declaration,LIB61850_INTERNAL void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/inc_private/mms_server_internal.h,287,"LIB61850_INTERNAL void mmsServer_handleWriteRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleWriteRequest,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_write_service.c,563,"void mmsServer_handleWriteRequest( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_handleWriteRequest2,definition,void,,"MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_write_service.c,237,"void mmsServer_handleWriteRequest2( MmsServerConnection connection, uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, ByteBuffer* response)"
mmsServer_isAccessToArrayComponent,declaration,LIB61850_INTERNAL bool,,AlternateAccess_t* alternateAccess,mms/inc_private/mms_server_internal.h,374,LIB61850_INTERNAL bool mmsServer_isAccessToArrayComponent(AlternateAccess_t* alternateAccess)
mmsServer_isAccessToArrayComponent,definition,bool,,AlternateAccess_t* alternateAccess,mms/iso_mms/server/mms_server_common.c,250,bool mmsServer_isAccessToArrayComponent(AlternateAccess_t* alternateAccess)
mmsServer_isComponentAccess,declaration,LIB61850_INTERNAL bool,,AlternateAccess_t* alternateAccess,mms/inc_private/mms_server_internal.h,371,LIB61850_INTERNAL bool mmsServer_isComponentAccess(AlternateAccess_t* alternateAccess)
mmsServer_isComponentAccess,definition,bool,,AlternateAccess_t* alternateAccess,mms/iso_mms/server/mms_server_common.c,235,bool mmsServer_isComponentAccess(AlternateAccess_t* alternateAccess)
mmsServer_isIndexAccess,declaration,LIB61850_INTERNAL bool,,AlternateAccess_t* alternateAccess,mms/inc_private/mms_server_internal.h,368,LIB61850_INTERNAL bool mmsServer_isIndexAccess(AlternateAccess_t* alternateAccess)
mmsServer_isIndexAccess,definition,bool,,AlternateAccess_t* alternateAccess,mms/iso_mms/server/mms_server_common.c,218,bool mmsServer_isIndexAccess(AlternateAccess_t* alternateAccess)
mmsServer_setValue,declaration,LIB61850_INTERNAL MmsDataAccessError,,"MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection",mms/inc_private/mms_server_internal.h,393,"LIB61850_INTERNAL MmsDataAccessError mmsServer_setValue(MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection)"
mmsServer_setValue,declaration,MmsDataAccessError valueIndication =,,"connection->server, variableDomain, variableName, newValue, connection",mms/iso_mms/server/mms_write_service.c,369,"MmsDataAccessError valueIndication = mmsServer_setValue(connection->server, variableDomain, variableName, newValue, connection)"
mmsServer_setValue,declaration,accessResults[i] =,,"connection->server, domain, nameIdStr, value, connection",mms/iso_mms/server/mms_write_service.c,836,"accessResults[i] = mmsServer_setValue(connection->server, domain, nameIdStr, value, connection)"
mmsServer_setValue,definition,MmsDataAccessError,,"MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection",mms/iso_mms/server/mms_server.c,522,"MmsDataAccessError mmsServer_setValue(MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection)"
mmsServer_setValueEx,declaration,LIB61850_INTERNAL MmsDataAccessError,,"MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection, int arrayIdx, const char* componentId",mms/inc_private/mms_server_internal.h,397,"LIB61850_INTERNAL MmsDataAccessError mmsServer_setValueEx(MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection, int arrayIdx, const char* componentId)"
mmsServer_setValueEx,declaration,accessResults[i] =,,"connection->server, domain, nameIdStr, value, connection, index, componentId",mms/iso_mms/server/mms_write_service.c,770,"accessResults[i] = mmsServer_setValueEx(connection->server, domain, nameIdStr, value, connection, index, componentId)"
mmsServer_setValueEx,declaration,accessResults[i] =,,"connection->server, domain, nameIdStr, value, connection, index, NULL",mms/iso_mms/server/mms_write_service.c,777,"accessResults[i] = mmsServer_setValueEx(connection->server, domain, nameIdStr, value, connection, index, NULL)"
mmsServer_setValueEx,definition,MmsDataAccessError,,"MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection, int arrayIdx, const char* componentId",mms/iso_mms/server/mms_server.c,554,"MmsDataAccessError mmsServer_setValueEx(MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value, MmsServerConnection connection, int arrayIdx, const char* componentId)"
mmsServer_writeConcludeResponsePdu,declaration,LIB61850_INTERNAL void,,ByteBuffer* response,mms/inc_private/mms_server_internal.h,257,LIB61850_INTERNAL void mmsServer_writeConcludeResponsePdu(ByteBuffer* response)
mmsServer_writeConcludeResponsePdu,definition,void,,ByteBuffer* response,mms/iso_mms/server/mms_association_service.c,396,void mmsServer_writeConcludeResponsePdu(ByteBuffer* response)
mmsServer_write_out,declaration,LIB61850_INTERNAL int,,"const void *buffer, size_t size, void *app_key",mms/inc_private/mms_server_internal.h,221,"LIB61850_INTERNAL int mmsServer_write_out(const void *buffer, size_t size, void *app_key)"
openDirectory,declaration,DirectoryHandle directory =,,"basepath, directoryName",mms/iso_mms/server/mms_file_service.c,935,"DirectoryHandle directory = openDirectory(basepath, directoryName)"
openDirectory,definition,DirectoryHandle,static,"const char* basepath, char* directoryName",mms/iso_mms/server/mms_file_service.c,129,"static DirectoryHandle openDirectory(const char* basepath, char* directoryName)"
openFile,declaration,FileHandle fileHandle =,,"MmsServerConnection_getFilesystemBasepath(connection), filename, false",mms/iso_mms/server/mms_file_service.c,357,"FileHandle fileHandle = openFile(MmsServerConnection_getFilesystemBasepath(connection), filename, false)"
openFile,declaration,FileHandle fileHandle =,,"MmsServerConnection_getFilesystemBasepath(connection), destinationFilename, true",mms/iso_mms/server/mms_file_service.c,739,"FileHandle fileHandle = openFile(MmsServerConnection_getFilesystemBasepath(connection), destinationFilename, true)"
openFile,definition,FileHandle,static,"const char* basepath, char* fileName, bool readWrite",mms/iso_mms/server/mms_file_service.c,115,"static FileHandle openFile(const char* basepath, char* fileName, bool readWrite)"
parseAarePdu,declaration,case 0x61: indication =,,"self, buffer, bufPos, messageSize",mms/iso_acse/acse.c,484,"case 0x61: indication = parseAarePdu(self, buffer, bufPos, messageSize)"
parseAarePdu,definition,AcseIndication,static,"AcseConnection* self, uint8_t* buffer, int bufPos, int maxBufPos",mms/iso_acse/acse.c,160,"static AcseIndication parseAarePdu(AcseConnection* self, uint8_t* buffer, int bufPos, int maxBufPos)"
parseAarqPdu,declaration,case 0x60: indication =,,"self, buffer, bufPos, messageSize",mms/iso_acse/acse.c,481,"case 0x60: indication = parseAarqPdu(self, buffer, bufPos, messageSize)"
parseAarqPdu,definition,AcseIndication,static,"AcseConnection* self, uint8_t* buffer, int bufPos, int maxBufPos",mms/iso_acse/acse.c,258,"static AcseIndication parseAarqPdu(AcseConnection* self, uint8_t* buffer, int bufPos, int maxBufPos)"
parseAcceptParameters,declaration,connectAcceptLen =,,"session, message, offset, parameterLength",mms/iso_session/iso_session.c,128,"connectAcceptLen = parseAcceptParameters(session, message, offset, parameterLength)"
parseConnectConfirmTpdu,definition,bool,static,"CotpConnection* self, uint8_t* buffer, uint8_t len",mms/iso_cotp/cotp.c,613,"static bool parseConnectConfirmTpdu(CotpConnection* self, uint8_t* buffer, uint8_t len)"
parseConnectRequestTpdu,definition,bool,static,"CotpConnection* self, uint8_t* buffer, uint8_t len",mms/iso_cotp/cotp.c,598,"static bool parseConnectRequestTpdu(CotpConnection* self, uint8_t* buffer, uint8_t len)"
parseCotpMessage,declaration,CotpIndication indication =,,self,mms/iso_cotp/cotp.c,720,CotpIndication indication = parseCotpMessage(self)
parseCotpMessage,definition,CotpIndication,static,CotpConnection* self,mms/iso_cotp/cotp.c,665,static CotpIndication parseCotpMessage(CotpConnection* self)
parseData,declaration,case 0xa2:,,"buffer, bufPos, length, journalEntry",mms/iso_mms/client/mms_client_journals.c,245,"case 0xa2: parseData(buffer, bufPos, length, journalEntry)"
parseData,definition,bool,static,"uint8_t* buffer, int bufPos, int maxLength, MmsJournalEntry journalEntry",mms/iso_mms/client/mms_client_journals.c,142,"static bool parseData(uint8_t* buffer, int bufPos, int maxLength, MmsJournalEntry journalEntry)"
parseDataTpdu,definition,bool,static,"CotpConnection* self, uint8_t* buffer, uint8_t len",mms/iso_cotp/cotp.c,625,"static bool parseDataTpdu(CotpConnection* self, uint8_t* buffer, uint8_t len)"
parseDirectoryEntry,declaration,case 0x30:,,"buffer, bufPos, bufPos + length, invokeId, handler, parameter",mms/iso_mms/client/mms_client_files.c,586,"case 0x30: parseDirectoryEntry(buffer, bufPos, bufPos + length, invokeId, handler, parameter)"
parseDirectoryEntry,definition,bool,static,"uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, MmsConnection_FileDirectoryHandler handler, void* parameter",mms/iso_mms/client/mms_client_files.c,489,"static bool parseDirectoryEntry(uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, MmsConnection_FileDirectoryHandler handler, void* parameter)"
parseEntryContent,definition,bool,static,"uint8_t* buffer, int bufPos, int maxLength, MmsJournalEntry journalEntry",mms/iso_mms/client/mms_client_journals.c,202,"static bool parseEntryContent(uint8_t* buffer, int bufPos, int maxLength, MmsJournalEntry journalEntry)"
parseFileAttributes,definition,bool,static,"uint8_t* buffer, int bufPos, int maxBufPos, uint32_t* fileSize, uint64_t* lastModified",mms/iso_mms/client/mms_client_files.c,444,"static bool parseFileAttributes(uint8_t* buffer, int bufPos, int maxBufPos, uint32_t* fileSize, uint64_t* lastModified)"
parseFullyEncodedData,declaration,bufPos =,,"self, buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,490,"bufPos = parseFullyEncodedData(self, buffer, len, bufPos)"
parseFullyEncodedData,definition,int,static,"IsoPresentation* self, uint8_t* buffer, int len, int bufPos",mms/iso_presentation/iso_presentation.c,168,"static int parseFullyEncodedData(IsoPresentation* self, uint8_t* buffer, int len, int bufPos)"
parseInitRequestDetail,definition,bool,static,"MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos",mms/iso_mms/server/mms_association_service.c,234,"static bool parseInitRequestDetail(MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos)"
parseInitResponseDetail,definition,bool,static,"MmsConnection self, uint8_t* buffer, int bufPos, int maxBufPos",mms/iso_mms/client/mms_client_initiate.c,100,"static bool parseInitResponseDetail(MmsConnection self, uint8_t* buffer, int bufPos, int maxBufPos)"
parseInitiateRequestPdu,definition,bool,static,"MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos",mms/iso_mms/server/mms_association_service.c,298,"static bool parseInitiateRequestPdu(MmsServerConnection self, uint8_t* buffer, int bufPos, int maxBufPos)"
parseJournalEntry,definition,bool,static,"uint8_t* buffer, int bufPos, int maxLength, LinkedList journalEntries",mms/iso_mms/client/mms_client_journals.c,266,"static bool parseJournalEntry(uint8_t* buffer, int bufPos, int maxLength, LinkedList journalEntries)"
parseJournalVariables,declaration,(unknown),,"buffer, bufPos, length, journalEntry",mms/iso_mms/client/mms_client_journals.c,184,"parseJournalVariables(buffer, bufPos, length, journalEntry)"
parseJournalVariables,definition,bool,static,"uint8_t* buffer, int bufPos, int maxLength, MmsJournalEntry journalEntry",mms/iso_mms/client/mms_client_journals.c,73,"static bool parseJournalVariables(uint8_t* buffer, int bufPos, int maxLength, MmsJournalEntry journalEntry)"
parseListOfDirectoryEntries,declaration,case 0xa0:,,"buffer, bufPos, bufPos + length, invokeId, handler, parameter",mms/iso_mms/client/mms_client_files.c,640,"case 0xa0: parseListOfDirectoryEntries(buffer, bufPos, bufPos + length, invokeId, handler, parameter)"
parseListOfDirectoryEntries,definition,bool,static,"uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, MmsConnection_FileDirectoryHandler handler, void* parameter",mms/iso_mms/client/mms_client_files.c,561,"static bool parseListOfDirectoryEntries(uint8_t* buffer, int bufPos, int maxBufPos, uint32_t invokeId, MmsConnection_FileDirectoryHandler handler, void* parameter)"
parseListOfJournalEntries,definition,bool,static,"uint8_t* buffer, int bufPos, int maxLength, LinkedList journalEntries",mms/iso_mms/client/mms_client_journals.c,348,"static bool parseListOfJournalEntries(uint8_t* buffer, int bufPos, int maxLength, LinkedList journalEntries)"
parseNamedVariableAttributes,declaration,attributes =,,"&(mmsPdu->choice.confirmedResponsePdu.confirmedServiceResponse.choice.getNamedVariableListAttributes), deletable",mms/iso_mms/client/mms_client_named_variable_list.c,291,"attributes = parseNamedVariableAttributes( &(mmsPdu->choice.confirmedResponsePdu.confirmedServiceResponse.choice.getNamedVariableListAttributes), deletable)"
parseNamedVariableAttributes,definition,LinkedList,static,"GetNamedVariableListAttributesResponse_t* response, bool* deletable",mms/iso_mms/client/mms_client_named_variable_list.c,187,"static LinkedList parseNamedVariableAttributes(GetNamedVariableListAttributesResponse_t* response, bool* deletable)"
parseNormalModeParameters,declaration,case 0xa2: bufPos =,,"self, buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,568,"case 0xa2: bufPos = parseNormalModeParameters(self, buffer, len, bufPos)"
parseNormalModeParameters,declaration,case 0xa2: bufPos =,,"self, buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,834,"case 0xa2: bufPos = parseNormalModeParameters(self, buffer, len, bufPos)"
parseNormalModeParameters,definition,int,static,"IsoPresentation* self, uint8_t* buffer, int totalLength, int bufPos",mms/iso_presentation/iso_presentation.c,391,"static int parseNormalModeParameters(IsoPresentation* self, uint8_t* buffer, int totalLength, int bufPos)"
parseOptions,declaration,return,,"self, buffer + 5, len - 6",mms/iso_cotp/cotp.c,610,"return parseOptions(self, buffer + 5, len - 6)"
parseOptions,declaration,return,,"self, buffer + 5, len - 6",mms/iso_cotp/cotp.c,622,"return parseOptions(self, buffer + 5, len - 6)"
parseOptions,definition,bool,static,"CotpConnection* self, uint8_t* buffer, int bufLen",mms/iso_cotp/cotp.c,430,"static bool parseOptions(CotpConnection* self, uint8_t* buffer, int bufLen)"
parsePCDLEntry,declaration,bufPos =,,"self, buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,375,"bufPos = parsePCDLEntry(self, buffer, len, bufPos)"
parsePCDLEntry,definition,int,static,"IsoPresentation* self, uint8_t* buffer, int totalLength, int bufPos",mms/iso_presentation/iso_presentation.c,258,"static int parsePCDLEntry(IsoPresentation* self, uint8_t* buffer, int totalLength, int bufPos)"
parsePresentationContextDefinitionList,declaration,bufPos =,,"self, buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,475,"bufPos = parsePresentationContextDefinitionList(self, buffer, len, bufPos)"
parsePresentationContextDefinitionList,definition,int,static,"IsoPresentation* self, uint8_t* buffer, int totalLength, int bufPos",mms/iso_presentation/iso_presentation.c,355,"static int parsePresentationContextDefinitionList(IsoPresentation* self, uint8_t* buffer, int totalLength, int bufPos)"
parseServiceError,declaration,case 0xa2: bufPos =,,"buffer, bufPos, length, serviceError",mms/iso_mms/client/mms_client_connection.c,613,"case 0xa2: bufPos = parseServiceError(buffer, bufPos, length, serviceError)"
parseServiceError,definition,int,static,"uint8_t* buffer, int bufPos, int maxLength, MmsServiceError* error",mms/iso_mms/client/mms_client_connection.c,523,"static int parseServiceError(uint8_t* buffer, int bufPos, int maxLength, MmsServiceError* error)"
parseSessionHeaderParameters,definition,IsoSessionIndication,static,"IsoSession* session, ByteBuffer* message, int parametersOctets",mms/iso_session/iso_session.c,101,"static IsoSessionIndication parseSessionHeaderParameters(IsoSession* session, ByteBuffer* message, int parametersOctets)"
parseStringWithMaxLength,definition,bool,static,"char* filename, int maxLength, uint8_t* buffer, int* bufPos, int maxBufPos , uint32_t invokeId, ByteBuffer* response",mms/iso_mms/server/mms_journal_service.c,168,"static bool parseStringWithMaxLength(char* filename, int maxLength, uint8_t* buffer, int* bufPos, int maxBufPos , uint32_t invokeId, ByteBuffer* response)"
parseUserInformation,declaration,bufPos =,,"self, buffer, bufPos, bufPos + len, &userInfoValid",mms/iso_acse/acse.c,231,"bufPos = parseUserInformation(self, buffer, bufPos, bufPos + len, &userInfoValid)"
parseUserInformation,declaration,bufPos =,,"self, buffer, bufPos, bufPos + len, &userInfoValid",mms/iso_acse/acse.c,383,"bufPos = parseUserInformation(self, buffer, bufPos, bufPos + len, &userInfoValid)"
parseUserInformation,definition,int,static,"AcseConnection* self, uint8_t* buffer, int bufPos, int maxBufPos, bool* userInfoValid",mms/iso_acse/acse.c,94,"static int parseUserInformation(AcseConnection* self, uint8_t* buffer, int bufPos, int maxBufPos, bool* userInfoValid)"
printf,declaration,default:,,"""ERROR: unknown type in type specification\n""",mms/iso_mms/client/mms_client_get_var_access.c,102,"default: printf(""ERROR: unknown type in type specification\n"")"
printf,declaration,(unknown),,""" decodeObjectName - bufPos: %i endPos: %i tag: %02x\n"", bufPos, bufPos + dataLength, tag",mms/iso_mms/server/mms_write_service.c,115,"printf("" decodeObjectName - bufPos: %i endPos: %i tag: %02x\n"", bufPos, bufPos + dataLength, tag)"
printf,declaration,(unknown),,""" varSpec - bufPos: %i endPos: %i tag: %02x\n"", bufPos - 1, bufPos + length, tag",mms/iso_mms/server/mms_write_service.c,193,"printf("" varSpec - bufPos: %i endPos: %i tag: %02x\n"", bufPos - 1, bufPos + length, tag)"
